Order ID,Order Date,Customer Name,Category,Sub Category,Region,State,City,Sales,Discount,Profit
OD5970,18/09/2018,Shree,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Ramanadhapuram,743,0.22,156.03
OD5971,09/12/2017,Suresh,Snacks,Cookies,East,Tamil Nadu,Bodi,1371,0.3,575.82
OD5972,01/02/2017,Muneer,Oil & Masala,Masalas,East,Tamil Nadu,Namakkal,625,0.24,37.5
OD5973,12/10/2016,Arvind,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Trichy,1599,0.29,271.83
OD5974,07/11/2015,Haseena,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Cumbum,1848,0.24,535.92
OD5975,26/12/2017,Ridhesh,Oil & Masala,Spices,East,Tamil Nadu,Virudhunagar,1021,0.18,61.26
OD5976,23/12/2018,Jonas,Bakery,Breads & Buns,East,Tamil Nadu,Salem,898,0.13,53.88
OD5977,17/11/2015,Shree,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Cumbum,1523,0.2,167.53
OD5978,12/02/2015,Veena,Beverages,Health Drinks,East,Tamil Nadu,Pudukottai,2304,0.14,184.32
OD5979,22/07/2017,Veronica,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Tenkasi,952,0.33,409.36
OD5980,05/02/2018,Kumar,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Ramanadhapuram,1174,0.11,129.14
OD5981,27/11/2017,Willams,Beverages,Health Drinks,East,Tamil Nadu,Chennai,1035,0.24,124.2
OD5982,07/06/2016,Adavan,Fruits & Veggies,Fresh Fruits,East,Tamil Nadu,Vellore,1658,0.31,381.34
OD5983,12/05/2018,Ramesh,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Kanyakumari,1833,0.31,109.98
OD5984,13/10/2017,Anu,Snacks,Cookies,East,Tamil Nadu,Vellore,1693,0.13,220.09
OD5985,05/12/2017,Suresh,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Tirunelveli,2349,0.22,305.37
OD5986,28/11/2016,Sabeela,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Krishnagiri,1256,0.34,314
OD5987,08/09/2016,Willams,Bakery,Breads & Buns,East,Tamil Nadu,Ramanadhapuram,2165,0.16,411.35
OD5988,30/09/2015,Sundar,Snacks,Noodles,East,Tamil Nadu,Karur,1442,0.25,115.36
OD5989,26/06/2017,Akash,Snacks,Chocolates,East,Tamil Nadu,Tirunelveli,1431,0.25,143.1
OD5990,15/09/2018,Veronica,Beverages,Health Drinks,East,Tamil Nadu,Krishnagiri,2170,0.18,651
OD5991,07/08/2018,Sharon,Food Grains,Atta & Flour,East,Tamil Nadu,Karur,2251,0.26,810.36
OD5992,25/12/2017,Arvind,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Trichy,968,0.2,367.84
OD5993,20/07/2018,Rumaiza,Beverages,Soft Drinks,East,Tamil Nadu,Dindigul,515,0.14,190.55
OD5994,07/09/2017,Alan,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Trichy,1477,0.15,236.32
OD5995,11/08/2016,Rumaiza,Beverages,Soft Drinks,East,Tamil Nadu,Perambalur,1840,0.34,644
OD5996,25/10/2016,Krithika,Bakery,Biscuits,East,Tamil Nadu,Bodi,2344,0.12,421.92
OD5997,30/04/2016,Veronica,Bakery,Breads & Buns,East,Tamil Nadu,Salem,1484,0.21,608.44
OD5998,30/04/2016,Roshan,Fruits & Veggies,Organic Vegetables,East,Tamil Nadu,Krishnagiri,1379,0.27,482.65
OD5999,15/09/2018,Krithika,Oil & Masala,Masalas,East,Tamil Nadu,Cumbum,1632,0.11,603.84
OD6000,14/04/2018,Suresh,Bakery,Breads & Buns,East,Tamil Nadu,Bodi,2112,0.21,612.48
OD6001,27/11/2015,Malik,Beverages,Health Drinks,East,Tamil Nadu,Tenkasi,2332,0.1,139.92
OD6002,05/02/2017,Surya,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Dharmapuri,2209,0.32,861.51
OD6003,12/12/2017,Vinne,Snacks,Noodles,East,Tamil Nadu,Tirunelveli,1580,0.24,442.4
OD6004,21/02/2017,Muneer,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Krishnagiri,2127,0.31,191.43
OD6005,19/11/2015,Surya,Beverages,Health Drinks,East,Tamil Nadu,Virudhunagar,1110,0.15,377.4
OD6006,12/02/2015,Malik,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Tirunelveli,1297,0.27,129.7
OD6007,07/11/2015,Sudha,Food Grains,Dals & Pulses,East,Tamil Nadu,Tenkasi,754,0.29,294.06
OD6008,11/08/2018,Muneer,Bakery,Cakes,East,Tamil Nadu,Coimbatore,2148,0.34,300.72
OD6009,23/10/2018,Harish,Bakery,Cakes,East,Tamil Nadu,Karur,1536,0.28,675.84
OD6010,02/03/2016,Vince,Food Grains,Organic Staples,East,Tamil Nadu,Karur,1045,0.3,94.05
OD6011,20/07/2018,Harish,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Viluppuram,1009,0.19,312.79
OD6012,16/04/2016,Ramesh,Oil & Masala,Masalas,East,Tamil Nadu,Madurai,1617,0.33,549.78
OD6013,07/09/2017,Sudeep,Food Grains,Organic Staples,East,Tamil Nadu,Dindigul,1620,0.15,534.6
OD6014,10/05/2018,Hussain,Food Grains,Organic Staples,East,Tamil Nadu,Pudukottai,1135,0.11,454
OD6015,11/11/2017,Hussain,Bakery,Breads & Buns,East,Tamil Nadu,Salem,2086,0.29,667.52
OD6016,25/12/2017,Alan,Beverages,Soft Drinks,East,Tamil Nadu,Salem,1319,0.31,342.94
OD6017,04/07/2017,Hussain,Oil & Masala,Masalas,East,Tamil Nadu,Perambalur,806,0.24,314.34
OD6018,09/02/2018,Komal,Beverages,Soft Drinks,East,Tamil Nadu,Cumbum,729,0.32,138.51
OD6019,24/11/2018,Jackson,Bakery,Breads & Buns,East,Tamil Nadu,Ooty,1230,0.3,356.7
OD6020,06/05/2016,Ravi,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Bodi,1416,0.19,84.96
OD6021,21/08/2016,Veronica,Beverages,Soft Drinks,East,Tamil Nadu,Pudukottai,871,0.1,200.33
OD6022,26/09/2015,Sundar,Bakery,Breads & Buns,East,Tamil Nadu,Namakkal,1537,0.33,676.28
OD6023,11/02/2018,Harish,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Ramanadhapuram,1140,0.26,330.6
OD6024,05/03/2018,Ridhesh,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Bodi,2176,0.22,544
OD6025,12/04/2018,Willams,Beverages,Soft Drinks,East,Tamil Nadu,Madurai,2469,0.31,197.52
OD6026,09/07/2015,Anu,Bakery,Breads & Buns,East,Tamil Nadu,Coimbatore,1485,0.33,608.85
OD6027,09/09/2018,Aditi,Snacks,Cookies,East,Tamil Nadu,Madurai,2488,0.15,945.44
OD6028,13/12/2018,Harish,Bakery,Breads & Buns,East,Tamil Nadu,Kanyakumari,902,0.13,279.62
OD6029,16/08/2016,Ganesh,Snacks,Noodles,East,Tamil Nadu,Viluppuram,1557,0.23,669.51
OD6030,15/09/2015,Shree,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Karur,2038,0.3,305.7
OD6031,25/12/2018,Akash,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Theni,1398,0.24,629.1
OD6032,05/08/2016,Kumar,Oil & Masala,Masalas,East,Tamil Nadu,Salem,2101,0.11,609.29
OD6033,23/09/2017,Komal,Beverages,Soft Drinks,East,Tamil Nadu,Perambalur,1553,0.34,481.43
OD6034,19/07/2015,Komal,Oil & Masala,Masalas,East,Tamil Nadu,Dharmapuri,1178,0.35,141.36
OD6035,09/09/2018,Krithika,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Kanyakumari,561,0.14,235.62
OD6036,21/08/2016,Alan,Oil & Masala,Spices,East,Tamil Nadu,Ramanadhapuram,664,0.1,225.76
OD6037,05/08/2018,Amrish,Oil & Masala,Spices,East,Tamil Nadu,Tenkasi,2143,0.3,578.61
OD6038,25/06/2017,Peer,Food Grains,Dals & Pulses,East,Tamil Nadu,Kanyakumari,1915,0.24,689.4
OD6039,28/11/2017,Vidya,Snacks,Noodles,East,Tamil Nadu,Virudhunagar,541,0.2,43.28
OD6040,27/02/2016,Vinne,Oil & Masala,Masalas,East,Tamil Nadu,Perambalur,1029,0.19,463.05
OD6041,12/04/2018,Veena,Food Grains,Organic Staples,East,Tamil Nadu,Dharmapuri,951,0.34,389.91
OD6042,09/02/2018,Komal,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Tenkasi,1416,0.15,311.52
OD6043,16/10/2017,Amy,Bakery,Breads & Buns,East,Tamil Nadu,Ooty,1504,0.17,391.04
OD6044,29/09/2015,Arvind,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Pudukottai,606,0.27,212.1
OD6045,24/08/2016,Arvind,Bakery,Cakes,East,Tamil Nadu,Cumbum,633,0.1,151.92
OD6046,09/07/2016,Ramesh,Beverages,Soft Drinks,East,Tamil Nadu,Cumbum,1822,0.25,583.04
OD6047,06/03/2018,Haseena,Beverages,Health Drinks,East,Tamil Nadu,Chennai,636,0.31,38.16
OD6048,25/12/2017,Surya,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Viluppuram,957,0.35,86.13
OD6049,23/12/2015,Surya,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Virudhunagar,1738,0.32,208.56
OD6050,21/10/2017,Vidya,Food Grains,Organic Staples,East,Tamil Nadu,Ooty,2448,0.31,783.36
OD6051,29/09/2015,Jonas,Food Grains,Rice,East,Tamil Nadu,Nagercoil,673,0.19,114.41
OD6052,14/06/2017,Arvind,Snacks,Cookies,East,Tamil Nadu,Tenkasi,1727,0.14,276.32
OD6053,06/06/2015,Ridhesh,Snacks,Noodles,East,Tamil Nadu,Trichy,657,0.28,98.55
OD6054,17/03/2015,Komal,Oil & Masala,Masalas,East,Tamil Nadu,Dindigul,640,0.34,288
OD6055,17/06/2017,Adavan,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Cumbum,2307,0.28,553.68
OD6056,17/03/2015,Muneer,Oil & Masala,Masalas,East,Tamil Nadu,Kanyakumari,2009,0.22,241.08
OD6057,29/08/2017,Vince,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Dharmapuri,1395,0.28,558
OD6058,05/03/2018,Yusuf,Oil & Masala,Spices,East,Tamil Nadu,Salem,1375,0.23,288.75
OD6059,17/03/2015,Jonas,Oil & Masala,Masalas,East,Tamil Nadu,Vellore,1519,0.14,288.61
OD6060,27/12/2016,Verma,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Cumbum,2257,0.21,248.27
OD6061,28/05/2018,Aditi,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Krishnagiri,2023,0.13,890.12
OD6062,29/08/2017,Peer,Food Grains,Rice,East,Tamil Nadu,Ooty,1158,0.19,497.94
OD6063,03/03/2015,Shah,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Tirunelveli,1393,0.13,181.09
OD6064,18/07/2017,Amy,Food Grains,Dals & Pulses,South,Tamil Nadu,Tirunelveli,1943,0.19,174.87
OD6065,27/03/2017,Ramesh,Bakery,Cakes,South,Tamil Nadu,Tenkasi,1846,0.11,516.88
OD6066,14/12/2016,Kumar,Snacks,Chocolates,South,Tamil Nadu,Chennai,871,0.18,330.98
OD6067,12/10/2018,Shah,Beverages,Health Drinks,South,Tamil Nadu,Coimbatore,1384,0.32,346
OD6068,04/02/2015,Adavan,Oil & Masala,Masalas,South,Tamil Nadu,Ramanadhapuram,1664,0.35,682.24
OD6069,25/07/2016,Hafiz,Snacks,Cookies,South,Tamil Nadu,Virudhunagar,1058,0.33,190.44
OD6070,23/06/2016,Sheeba,"Eggs, Meat & Fish",Chicken,South,Tamil Nadu,Cumbum,2038,0.2,591.02
OD6071,09/12/2017,Adavan,Food Grains,Dals & Pulses,South,Tamil Nadu,Virudhunagar,1697,0.3,305.46
OD6072,10/11/2015,Haseena,Snacks,Cookies,South,Tamil Nadu,Kanyakumari,1464,0.24,409.92
OD6073,27/03/2017,Adavan,Snacks,Cookies,South,Tamil Nadu,Tirunelveli,2299,0.21,137.94
OD6074,18/09/2018,Surya,Oil & Masala,Spices,South,Tamil Nadu,Bodi,615,0.21,147.6
OD6075,22/10/2015,Sheeba,Bakery,Biscuits,South,Tamil Nadu,Dharmapuri,1852,0.23,203.72
OD6076,21/10/2015,Jackson,Snacks,Noodles,South,Tamil Nadu,Ramanadhapuram,2448,0.21,709.92
OD6077,18/10/2015,Vince,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Tenkasi,832,0.15,41.6
OD6078,20/04/2016,James,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Tirunelveli,890,0.29,356
OD6079,04/08/2018,Ram,Bakery,Cakes,South,Tamil Nadu,Kanyakumari,1954,0.2,449.42
OD6080,09/08/2016,Ganesh,Snacks,Chocolates,South,Tamil Nadu,Chennai,1355,0.26,298.1
OD6081,04/08/2015,Akash,Beverages,Health Drinks,South,Tamil Nadu,Bodi,1955,0.2,97.75
OD6082,30/05/2017,Ganesh,Snacks,Chocolates,South,Tamil Nadu,Virudhunagar,2355,0.26,235.5
OD6083,20/08/2015,Vince,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Salem,1729,0.32,622.44
OD6084,01/04/2016,Kumar,Snacks,Chocolates,South,Tamil Nadu,Virudhunagar,1082,0.27,238.04
OD6085,12/11/2018,Shree,Food Grains,Rice,South,Tamil Nadu,Dharmapuri,2435,0.15,146.1
OD6086,20/09/2017,Arutra,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Pudukottai,2492,0.15,822.36
OD6087,11/08/2016,Esther,Food Grains,Rice,South,Tamil Nadu,Tirunelveli,1406,0.17,435.86
OD6088,20/11/2017,Vinne,Snacks,Noodles,South,Tamil Nadu,Krishnagiri,1626,0.32,715.44
OD6089,27/12/2016,Komal,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Dindigul,630,0.35,176.4
OD6090,29/04/2015,Ravi,Food Grains,Rice,South,Tamil Nadu,Namakkal,570,0.35,125.4
OD6091,07/05/2016,Mathew,Bakery,Cakes,South,Tamil Nadu,Vellore,2127,0.22,914.61
OD6092,20/09/2017,Roshan,Food Grains,Atta & Flour,South,Tamil Nadu,Theni,2410,0.28,915.8
OD6093,06/04/2018,Akash,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Coimbatore,1831,0.24,530.99
OD6094,30/06/2018,Jackson,Food Grains,Atta & Flour,South,Tamil Nadu,Virudhunagar,1870,0.17,598.4
OD6095,26/06/2018,Sharon,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Chennai,930,0.11,269.7
OD6096,11/12/2016,Sudha,Oil & Masala,Masalas,South,Tamil Nadu,Chennai,1599,0.19,271.83
OD6097,11/05/2016,Malik,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Coimbatore,867,0.28,60.69
OD6098,06/08/2015,Roshan,Beverages,Soft Drinks,South,Tamil Nadu,Bodi,537,0.17,182.58
OD6099,10/04/2017,Krithika,Beverages,Soft Drinks,South,Tamil Nadu,Karur,519,0.19,155.7
OD6100,14/05/2017,Peer,Beverages,Health Drinks,South,Tamil Nadu,Madurai,1644,0.29,657.6
OD6101,03/12/2016,Jackson,Bakery,Cakes,South,Tamil Nadu,Viluppuram,816,0.19,367.2
OD6102,05/01/2016,Alan,Fruits & Veggies,Fresh Vegetables,South,Tamil Nadu,Virudhunagar,1983,0.14,634.56
OD6103,27/12/2016,Malik,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Bodi,1443,0.26,187.59
OD6104,03/12/2016,Amrish,Food Grains,Dals & Pulses,South,Tamil Nadu,Virudhunagar,1080,0.16,118.8
OD6105,08/01/2015,Harish,Oil & Masala,Masalas,South,Tamil Nadu,Perambalur,2003,0.3,781.17
OD6106,02/06/2017,Vinne,Bakery,Breads & Buns,South,Tamil Nadu,Kanyakumari,833,0.11,116.62
OD6107,15/06/2018,Ridhesh,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Namakkal,2189,0.33,525.36
OD6108,11/12/2016,Hussain,Food Grains,Rice,South,Tamil Nadu,Nagercoil,1842,0.26,478.92
OD6109,17/04/2017,Haseena,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Madurai,808,0.1,177.76
OD6110,18/12/2016,Alan,Bakery,Biscuits,South,Tamil Nadu,Nagercoil,569,0.22,119.49
OD6111,11/04/2017,Sundar,Oil & Masala,Masalas,South,Tamil Nadu,Krishnagiri,2098,0.25,860.18
OD6112,06/08/2016,Sabeela,Bakery,Cakes,South,Tamil Nadu,Krishnagiri,1609,0.33,273.53
OD6113,14/04/2018,Anu,Snacks,Cookies,South,Tamil Nadu,Vellore,1071,0.11,74.97
OD6114,28/05/2017,Shree,Food Grains,Organic Staples,South,Tamil Nadu,Tirunelveli,1472,0.1,73.6
OD6115,30/04/2018,Suresh,Snacks,Noodles,South,Tamil Nadu,Perambalur,1224,0.12,489.6
OD6116,26/11/2016,Sudeep,Snacks,Cookies,South,Tamil Nadu,Cumbum,2219,0.3,110.95
OD6117,15/06/2018,Komal,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Nagercoil,1344,0.21,362.88
OD6118,16/10/2018,Hafiz,Food Grains,Rice,South,Tamil Nadu,Viluppuram,1468,0.16,528.48
OD6119,12/11/2018,Willams,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Tenkasi,725,0.35,253.75
OD6120,08/12/2017,Sheeba,Bakery,Breads & Buns,South,Tamil Nadu,Dindigul,1660,0.2,348.6
OD6121,25/08/2015,Sundar,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Trichy,1828,0.15,712.92
OD6122,16/03/2016,Krithika,Oil & Masala,Masalas,West,Tamil Nadu,Dharmapuri,2163,0.25,800.31
OD6123,15/10/2018,Suresh,Oil & Masala,Spices,West,Tamil Nadu,Dharmapuri,1568,0.35,266.56
OD6124,13/04/2016,Veena,Oil & Masala,Masalas,West,Tamil Nadu,Salem,1093,0.27,109.3
OD6125,04/06/2015,Peer,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Dharmapuri,1146,0.3,252.12
OD6126,18/09/2016,Shree,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Bodi,1666,0.28,299.88
OD6127,22/03/2016,Peer,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Perambalur,1188,0.35,534.6
OD6128,02/02/2018,Hafiz,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Theni,2091,0.11,334.56
OD6129,12/05/2016,Ram,Food Grains,Organic Staples,West,Tamil Nadu,Salem,1003,0.12,451.35
OD6130,12/08/2015,Haseena,Oil & Masala,Spices,West,Tamil Nadu,Theni,517,0.29,67.21
OD6131,30/04/2018,Arutra,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Virudhunagar,1804,0.23,306.68
OD6132,28/12/2018,James,Oil & Masala,Masalas,West,Tamil Nadu,Krishnagiri,1934,0.1,464.16
OD6133,18/11/2015,Sudeep,Bakery,Biscuits,West,Tamil Nadu,Krishnagiri,1496,0.27,149.6
OD6134,19/11/2017,Sabeela,Bakery,Breads & Buns,West,Tamil Nadu,Viluppuram,632,0.33,56.88
OD6135,30/10/2018,Amy,Beverages,Health Drinks,West,Tamil Nadu,Kanyakumari,943,0.24,66.01
OD6136,16/11/2016,Veena,Oil & Masala,Spices,West,Tamil Nadu,Bodi,937,0.25,168.66
OD6137,14/05/2016,Malik,Food Grains,Rice,West,Tamil Nadu,Karur,2444,0.23,342.16
OD6138,24/09/2016,Akash,Food Grains,Dals & Pulses,West,Tamil Nadu,Tenkasi,1958,0.2,665.72
OD6139,29/08/2018,Yusuf,Food Grains,Atta & Flour,West,Tamil Nadu,Dindigul,2212,0.35,995.4
OD6140,11/07/2017,Verma,Bakery,Cakes,West,Tamil Nadu,Virudhunagar,636,0.29,63.6
OD6141,12/08/2015,Ridhesh,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Coimbatore,1491,0.2,178.92
OD6142,12/02/2017,Shree,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Tirunelveli,825,0.14,49.5
OD6143,18/08/2018,Shree,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Virudhunagar,529,0.1,111.09
OD6144,15/09/2017,Vince,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Perambalur,1011,0.27,333.63
OD6145,04/06/2015,Muneer,Beverages,Soft Drinks,West,Tamil Nadu,Dindigul,1024,0.31,378.88
OD6146,01/10/2017,Shree,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Tirunelveli,1226,0.28,392.32
OD6147,18/11/2015,Muneer,Snacks,Chocolates,West,Tamil Nadu,Cumbum,1515,0.32,212.1
OD6148,10/05/2018,Akash,Beverages,Soft Drinks,West,Tamil Nadu,Tirunelveli,869,0.35,199.87
OD6149,29/12/2015,Veena,Beverages,Health Drinks,West,Tamil Nadu,Tenkasi,1483,0.31,533.88
OD6150,22/01/2017,Yadav,Snacks,Noodles,West,Tamil Nadu,Virudhunagar,2112,0.31,232.32
OD6151,09/10/2016,Amrish,Food Grains,Atta & Flour,West,Tamil Nadu,Tirunelveli,1001,0.34,340.34
OD6152,20/10/2016,Rumaiza,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Dharmapuri,1083,0.19,292.41
OD6153,29/12/2015,Shah,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Krishnagiri,1093,0.21,295.11
OD6154,04/06/2015,Amrish,Snacks,Cookies,West,Tamil Nadu,Tirunelveli,1000,0.26,160
OD6155,14/06/2017,Veronica,Food Grains,Atta & Flour,West,Tamil Nadu,Tirunelveli,1414,0.1,565.6
OD6156,30/07/2015,James,Snacks,Cookies,West,Tamil Nadu,Ramanadhapuram,1275,0.3,63.75
OD6157,29/12/2018,Veronica,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Tirunelveli,1805,0.16,794.2
OD6158,18/12/2017,Mathew,Oil & Masala,Spices,West,Tamil Nadu,Virudhunagar,945,0.16,425.25
OD6159,30/05/2017,Peer,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Ooty,1852,0.3,629.68
OD6160,26/03/2016,Roshan,Bakery,Cakes,West,Tamil Nadu,Virudhunagar,1527,0.31,335.94
OD6161,12/01/2018,Ridhesh,Bakery,Breads & Buns,West,Tamil Nadu,Nagercoil,1250,0.32,187.5
OD6162,26/05/2015,Alan,Snacks,Cookies,West,Tamil Nadu,Coimbatore,720,0.19,64.8
OD6163,16/09/2017,Willams,Food Grains,Dals & Pulses,West,Tamil Nadu,Ramanadhapuram,1808,0.16,379.68
OD6164,04/12/2015,Aditi,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Virudhunagar,1890,0.18,680.4
OD6165,23/09/2015,Sudha,Beverages,Health Drinks,West,Tamil Nadu,Ramanadhapuram,659,0.16,250.42
OD6166,14/05/2016,Ram,Oil & Masala,Masalas,West,Tamil Nadu,Cumbum,777,0.2,108.78
OD6167,26/09/2017,Vidya,Beverages,Soft Drinks,West,Tamil Nadu,Coimbatore,1465,0.22,205.1
OD6168,21/08/2016,Sudha,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Ramanadhapuram,1154,0.22,323.12
OD6169,05/04/2018,Sundar,Bakery,Breads & Buns,West,Tamil Nadu,Kanyakumari,1060,0.22,434.6
OD6170,21/07/2015,Harish,Beverages,Health Drinks,West,Tamil Nadu,Salem,1237,0.22,556.65
OD6171,25/12/2017,Alan,Snacks,Cookies,West,Tamil Nadu,Chennai,2165,0.19,692.8
OD6172,14/05/2016,Ganesh,Beverages,Soft Drinks,West,Tamil Nadu,Karur,808,0.34,266.64
OD6173,28/04/2017,Sundar,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Karur,1685,0.12,235.9
OD6174,18/09/2015,Malik,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Perambalur,1602,0.26,224.28
OD6175,21/07/2015,Rumaiza,Beverages,Health Drinks,West,Tamil Nadu,Pudukottai,703,0.21,231.99
OD6176,03/07/2015,Ganesh,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Ramanadhapuram,823,0.34,370.35
OD6177,26/07/2016,Amrish,Food Grains,Atta & Flour,West,Tamil Nadu,Nagercoil,1841,0.2,128.87
OD6178,22/03/2015,Verma,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Trichy,668,0.31,86.84
OD6179,14/05/2016,Amy,Oil & Masala,Spices,West,Tamil Nadu,Tirunelveli,1701,0.29,680.4
OD6180,26/12/2017,Kumar,Bakery,Biscuits,West,Tamil Nadu,Bodi,1345,0.15,497.65
OD6181,04/05/2016,Ram,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Krishnagiri,1755,0.16,403.65
OD6182,26/07/2018,Jackson,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Salem,721,0.31,281.19
OD6183,26/04/2015,Sharon,Food Grains,Organic Staples,West,Tamil Nadu,Madurai,828,0.24,66.24
OD6184,31/10/2015,Jackson,Bakery,Biscuits,West,Tamil Nadu,Dharmapuri,2142,0.13,771.12
OD6185,26/04/2016,Muneer,Bakery,Cakes,West,Tamil Nadu,Tenkasi,602,0.34,90.3
OD6186,11/09/2018,Akash,Bakery,Biscuits,West,Tamil Nadu,Dharmapuri,2207,0.17,617.96
OD6187,18/07/2017,Mathew,Snacks,Chocolates,West,Tamil Nadu,Tenkasi,836,0.26,259.16
OD6188,18/07/2017,Adavan,Food Grains,Dals & Pulses,West,Tamil Nadu,Dindigul,2353,0.11,188.24
OD6189,12/10/2015,Hussain,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Dindigul,2384,0.32,596
OD6190,15/07/2017,Kumar,Bakery,Biscuits,West,Tamil Nadu,Bodi,1563,0.25,296.97
OD6191,23/09/2017,Ramesh,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Salem,1852,0.11,111.12
OD6192,13/12/2015,Ridhesh,Food Grains,Dals & Pulses,West,Tamil Nadu,Perambalur,1719,0.24,618.84
OD6193,09/03/2016,Kumar,Oil & Masala,Spices,West,Tamil Nadu,Theni,916,0.25,219.84
OD6194,13/10/2017,Ridhesh,Oil & Masala,Masalas,West,Tamil Nadu,Bodi,2231,0.13,624.68
OD6195,23/09/2018,Yusuf,Snacks,Chocolates,West,Tamil Nadu,Vellore,2416,0.31,507.36
OD6196,10/05/2018,Jackson,Bakery,Breads & Buns,West,Tamil Nadu,Tenkasi,1700,0.23,629
OD6197,26/12/2017,Roshan,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Namakkal,1681,0.28,420.25
OD6198,14/09/2016,Akash,Bakery,Cakes,West,Tamil Nadu,Ramanadhapuram,1544,0.2,602.16
OD6199,13/07/2015,Surya,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Cumbum,947,0.11,255.69
OD6200,10/03/2018,Ridhesh,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Pudukottai,1350,0.17,486
OD6201,07/08/2015,Haseena,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Virudhunagar,504,0.18,171.36
OD6202,24/12/2016,Mathew,Snacks,Chocolates,West,Tamil Nadu,Tenkasi,2198,0.13,945.14
OD6203,10/05/2018,Vince,Oil & Masala,Masalas,West,Tamil Nadu,Nagercoil,1902,0.19,798.84
OD6204,20/10/2017,Surya,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Ooty,1138,0.11,386.92
